10000,10000
10000,10001
10000,10002
10000,10003
10000,10004
10000,10005
10000,10006
10000,10007
10000,10008
10000,10009
10000,10010
10000,10011
10000,10012
10000,10013
10000,10014
10000,10015
10000,10016
10000,10017
10000,10018
10000,10019
10000,10020
10000,10021
10000,10022
10000,10023
10000,10024
10000,10025
10000,10026
10000,10027
10000,10028
10000,10029
10000,10030
10000,10031
10000,10032
10000,10033
10000,10034
10000,10035
10000,10036
10000,10037
10000,10038
10000,10039
10000,10040
10000,10041
10000,10042
10000,10043
10000,10044
10000,10045
10000,10046
10000,10047
10000,10048
10000,10049
10000,10050
10000,10051
10000,10052
10000,10053
10000,10054
10000,10055
10000,10056
10000,10057
10000,10058
10000,10059
10000,10060
10000,10061
10000,10062
10000,10063
10000,10064
10000,10065
10000,10066
10000,10067
10000,10068
10000,10069
10000,10070
10000,10071
10000,10072
10000,10073
10000,10074
10000,10075
10000,10076
10000,10077
10000,10078
10000,10079
10000,10080
10000,10081
10000,10082
10000,10083
10000,10084
10000,10085
10000,10086
10000,10087
10000,10088
10000,10089
10000,10090
10000,10091
10000,10092
10000,10093
10000,10094
10000,10095
10000,10096
10000,10097
10000,10098
10000,10099
10000,10100
10000,10101
10000,10102
10000,10103
10000,10104
10000,10105
10000,10106
10000,10107
10000,10108
10000,10109
10000,10110
10000,10111
10000,10112
10000,10113
10000,10114
10000,10115
10000,10116
10000,10117
10000,10118
10000,10119
10000,10120
10000,10121
10000,10122
10000,10123
10000,10124
10000,10125
10000,10126
10000,10127
10000,10128
10000,10129
10000,10130
10000,10131
10000,10132
10000,10133
10000,10134
10000,10135
10000,10136
10000,10137
10000,10138
10000,10139
10000,10140
10000,10141
10000,10142
10000,10143
10000,10144
10000,10145
10000,10146
10000,10147
10000,10148
10000,10149
10000,10150
10000,10151
10000,10152
10000,10153
10000,10154
10000,10155
10000,10156
10000,10157
10000,10158
10000,10159
10000,10160
10000,10161
10000,10162
10000,10163
10000,10164
10000,10165
10000,10166
10000,10167
10000,10168
10000,10169
10000,10170
10000,10171
10000,10172
10000,10173
10000,10174
10000,10175
10000,10176
10000,10177
10000,10178
10000,10179
10000,10180
10000,10181
10000,10182
10000,10183
10000,10184
10000,10185
10000,10186
10000,10187
10000,10188
10000,10189
10000,10190
10000,10191
10000,10192
10000,10193
10000,10194
10000,10195
10000,10196
10000,10197
10000,10198
10000,10199
10000,10200
10000,10201
10000,10202
10000,10203
10000,10204
10000,10205
10000,10206
10000,10207
10000,10208
10000,10209
10000,10210
10000,10211
10000,10212
10000,10213
10000,10214
10000,10215
10000,10216
10000,10217
10000,10218
10000,10219
10000,10220
10000,10221
10000,10222
10000,10223
10000,10224
10000,10225
10000,10226
10000,10227
10000,10228
10000,10229
10000,10230
10000,10231
10000,10232
10000,10233
10000,10234
10000,10235
10000,10236
10000,10237
10000,10238
10000,10239
10000,10240
10000,10241
10000,10242
10000,10243
10000,10244
10000,10245
10000,10246
10000,10247
10000,10248
10000,10249
10000,10250
10000,10251
10000,10252
10000,10253
10000,10254
10000,10255
10000,10256
10000,10257
10000,10258
10000,10259
10000,10260
10000,10261
10000,10262
10000,10263
10000,10264
10000,10265
10000,10266
10000,10267
10000,10268
10000,10269
10000,10270
10000,10271
10000,10272
10000,10273
10000,10274
10000,10275
10000,10276
10000,10277
10000,10278
10000,10279
10000,10280
10000,10281
10000,10282
10000,10283
10000,10284
10000,10285
10000,10286
10000,10287
10000,10288
10000,10289
10000,10290
10000,10291
10000,10292
10000,10293
10000,10294
10000,10295
10000,10296
10000,10297
10000,10298
10000,10299
10000,10300
10000,10301
10000,10302
10000,10303
10000,10304
10000,10305
